train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
89840,Duronto Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-05-30 08:20:00,2025-05-30 08:41:00,2025-05-30 17:38:00,2025-05-30 17:54:00,21,Passenger,2025-05-30,Summer,Major Delay,Friday,5,9.3,2025-05
71993,Jan Shatabdi Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-02-24 13:55:00,2024-02-24 14:18:00,2024-02-25 05:18:00,2024-02-25 05:44:00,23,Express,2024-02-24,Winter,Major Delay,Saturday,2,15.38,2024-02
37653,Kisan Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-04-21 09:40:00,2024-04-21 09:51:00,2024-04-22 04:53:00,2024-04-22 05:02:00,11,Passenger,2024-04-21,Summer,Minor Delay,Sunday,4,19.22,2024-04
80010,Vivek Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-10-09 22:10:00,2024-10-09 22:15:00,2024-10-10 10:58:00,2024-10-10 11:05:00,10,Express,2024-10-09,Post-Monsoon,Minor Delay,Wednesday,10,12.8,2024-10
30969,Uday Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-08-04 08:45:00,2024-08-04 09:15:00,2024-08-04 19:40:00,2024-08-04 20:12:00,30,Superfast,2024-08-04,Monsoon,Major Delay,Sunday,8,10.92,2024-08
66155,Sampark Kranti Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-08-01 06:10:00,2024-08-01 06:10:00,2024-08-01 20:03:00,2024-08-01 20:03:00,0,Express,2024-08-01,Monsoon,On-Time,Thursday,8,13.88,2024-08
96673,Rajdhani Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-12-21 22:30:00,2024-12-21 22:40:00,2024-12-22 15:34:00,2024-12-22 15:49:00,10,Passenger,2024-12-21,Winter,Minor Delay,Saturday,12,17.07,2024-12
31798,Express Superfast,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-01-30 08:00:00,2025-01-30 08:07:00,2025-01-30 18:05:00,2025-01-30 18:16:00,7,Superfast,2025-01-30,Winter,Minor Delay,Thursday,1,10.08,2025-01
95477,Rajdhani Express,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2024-08-07 11:25:00,2024-08-07 11:55:00,2024-08-07 16:27:00,2024-08-07 17:00:00,30,Express,2024-08-07,Monsoon,Major Delay,Wednesday,8,5.03,2024-08
33416,Duronto Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-07-25 06:35:00,2024-07-25 07:02:00,2024-07-26 04:41:00,2024-07-26 05:06:00,27,Passenger,2024-07-25,Monsoon,Major Delay,Thursday,7,22.1,2024-07
94696,Superfast Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-03-01 19:35:00,2025-03-01 19:45:00,2025-03-02 06:40:00,2025-03-02 06:45:00,10,Passenger,2025-03-01,Summer,Minor Delay,Saturday,3,11.08,2025-03
71213,Kisan Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-10-16 20:40:00,2025-10-16 20:50:00,2025-10-17 16:16:00,2025-10-17 16:31:00,10,Passenger,2025-10-16,Post-Monsoon,Minor Delay,Thursday,10,19.6,2025-10
26483,Express Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-05-21 20:20:00,2025-05-21 21:29:00,2025-05-22 20:45:00,2025-05-22 21:50:00,69,Passenger,2025-05-21,Summer,Major Delay,Wednesday,5,24.42,2025-05
65392,Shatabdi Superfast,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-07-05 21:15:00,2025-07-05 23:15:00,2025-07-06 00:31:00,2025-07-06 02:26:00,120,Superfast,2025-07-05,Monsoon,Major Delay,Saturday,7,3.27,2025-07
69470,Gatimaan Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-10-10 15:55:00,2025-10-10 16:05:00,2025-10-11 08:18:00,2025-10-11 08:36:00,10,Express,2025-10-10,Post-Monsoon,Minor Delay,Friday,10,16.38,2025-10
59615,Duronto Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-08-23 19:10:00,2024-08-23 19:29:00,2024-08-23 23:38:00,2024-08-24 00:01:00,19,Express,2024-08-23,Monsoon,Minor Delay,Friday,8,4.47,2024-08
33416,Mail Express,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-07-17 05:25:00,2024-07-17 05:25:00,2024-07-17 23:08:00,2024-07-17 23:13:00,0,Express,2024-07-17,Monsoon,On-Time,Wednesday,7,17.72,2024-07
22280,Express Superfast,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2025-04-05 17:10:00,2025-04-05 17:16:00,2025-04-06 05:46:00,2025-04-06 05:53:00,6,Superfast,2025-04-05,Summer,Minor Delay,Saturday,4,12.6,2025-04
74042,Duronto Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-03-26 17:45:00,2024-03-26 17:58:00,2024-03-27 16:57:00,2024-03-27 17:12:00,13,Passenger,2024-03-26,Summer,Minor Delay,Tuesday,3,23.2,2024-03
68878,AC Express Passenger,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2025-05-03 10:00:00,2025-05-03 10:05:00,2025-05-03 17:11:00,2025-05-03 17:17:00,5,Passenger,2025-05-03,Summer,On-Time,Saturday,5,7.18,2025-05
71213,Kisan Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-08-26 14:15:00,2024-08-26 14:50:00,2024-08-26 18:22:00,2024-08-26 18:52:00,35,Express,2024-08-26,Monsoon,Major Delay,Monday,8,4.12,2024-08
26361,Humsafar Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-03-02 14:55:00,2025-03-02 15:01:00,2025-03-03 01:05:00,2025-03-03 01:11:00,6,Express,2025-03-02,Summer,Minor Delay,Sunday,3,10.17,2025-03
21226,Kisan Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-05-29 10:35:00,2024-05-29 10:39:00,2024-05-30 01:21:00,2024-05-30 01:22:00,4,Express,2024-05-29,Summer,On-Time,Wednesday,5,14.77,2024-05
96474,Passenger Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-09-02 21:45:00,2024-09-02 21:55:00,2024-09-03 14:29:00,2024-09-03 14:42:00,10,Express,2024-09-02,Post-Monsoon,Minor Delay,Monday,9,16.73,2024-09
98039,Sampark Kranti Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-07-25 17:45:00,2024-07-25 18:25:00,2024-07-26 04:38:00,2024-07-26 05:19:00,40,Passenger,2024-07-25,Monsoon,Major Delay,Thursday,7,10.88,2024-07
19071,Jan Shatabdi Express,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2024-05-17 07:25:00,2024-05-17 07:28:00,2024-05-18 00:11:00,2024-05-18 00:22:00,3,Express,2024-05-17,Summer,On-Time,Friday,5,16.77,2024-05
94939,Passenger Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-08-09 07:40:00,2024-08-09 08:50:00,2024-08-09 18:04:00,2024-08-09 19:10:00,70,Express,2024-08-09,Monsoon,Major Delay,Friday,8,10.4,2024-08
54597,Uday Express,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-12-13 07:25:00,2025-12-13 08:20:00,2025-12-13 21:55:00,2025-12-13 22:54:00,55,Express,2025-12-13,Winter,Major Delay,Saturday,12,14.5,2025-12
19116,Express Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-10-05 14:45:00,2024-10-05 15:09:00,2024-10-05 20:30:00,2024-10-05 20:59:00,24,Superfast,2024-10-05,Post-Monsoon,Major Delay,Saturday,10,5.75,2024-10
16006,Intercity Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-03-18 20:35:00,2024-03-18 20:36:00,2024-03-19 05:12:00,2024-03-19 05:19:00,1,Express,2024-03-18,Summer,On-Time,Monday,3,8.62,2024-03
39871,AC Express Superfast,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-06-25 06:25:00,2025-06-25 06:38:00,2025-06-25 10:58:00,2025-06-25 11:12:00,13,Superfast,2025-06-25,Monsoon,Minor Delay,Wednesday,6,4.55,2025-06
80697,Intercity Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2025-11-20 18:15:00,2025-11-20 18:18:00,2025-11-21 08:07:00,2025-11-21 08:15:00,3,Passenger,2025-11-20,Post-Monsoon,On-Time,Thursday,11,13.87,2025-11
40512,Uday Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-10-12 20:55:00,2024-10-12 20:56:00,2024-10-13 10:47:00,2024-10-13 10:48:00,1,Express,2024-10-12,Post-Monsoon,On-Time,Saturday,10,13.87,2024-10
63883,Duronto Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-11-23 06:35:00,2025-11-23 06:43:00,2025-11-23 18:07:00,2025-11-23 18:10:00,8,Passenger,2025-11-23,Post-Monsoon,Minor Delay,Sunday,11,11.53,2025-11
36365,Garib Rath Passenger,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-11-04 05:15:00,2024-11-04 05:15:00,2024-11-04 18:17:00,2024-11-04 18:20:00,0,Passenger,2024-11-04,Post-Monsoon,On-Time,Monday,11,13.03,2024-11
96374,Garib Rath Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-07-25 20:00:00,2025-07-25 20:03:00,2025-07-26 09:10:00,2025-07-26 09:10:00,3,Express,2025-07-25,Monsoon,On-Time,Friday,7,13.17,2025-07
26483,Mail Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-03-27 06:00:00,2024-03-27 06:06:00,2024-03-27 13:41:00,2024-03-27 13:42:00,6,Passenger,2024-03-27,Summer,Minor Delay,Wednesday,3,7.68,2024-03
99166,Kisan Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-09-14 20:05:00,2024-09-14 20:06:00,2024-09-15 02:58:00,2024-09-15 03:02:00,1,Express,2024-09-14,Post-Monsoon,On-Time,Saturday,9,6.88,2024-09
57400,Garib Rath Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-04-14 22:00:00,2024-04-14 22:06:00,2024-04-15 08:06:00,2024-04-15 08:12:00,6,Superfast,2024-04-14,Summer,Minor Delay,Sunday,4,10.1,2024-04
36071,Intercity Superfast,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-01-16 20:40:00,2025-01-16 21:34:00,2025-01-17 00:01:00,2025-01-17 01:01:00,54,Superfast,2025-01-16,Winter,Major Delay,Thursday,1,3.35,2025-01
48469,Shatabdi Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-10-22 05:20:00,2025-10-22 06:12:00,2025-10-22 10:29:00,2025-10-22 11:17:00,52,Express,2025-10-22,Post-Monsoon,Major Delay,Wednesday,10,5.15,2025-10
91070,Vivek Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-10-18 07:20:00,2025-10-18 07:23:00,2025-10-18 14:11:00,2025-10-18 14:24:00,3,Passenger,2025-10-18,Post-Monsoon,On-Time,Saturday,10,6.85,2025-10
12757,Tejas Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-05-08 10:30:00,2024-05-08 10:36:00,2024-05-09 05:14:00,2024-05-09 05:30:00,6,Express,2024-05-08,Summer,Minor Delay,Wednesday,5,18.73,2024-05
40161,Uday Express,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-06-30 15:20:00,2024-06-30 15:24:00,2024-07-01 00:21:00,2024-07-01 00:21:00,4,Express,2024-06-30,Monsoon,On-Time,Sunday,6,9.02,2024-06
57576,Antyodaya Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-01-24 14:40:00,2024-01-24 15:57:00,2024-01-25 11:55:00,2024-01-25 13:19:00,77,Passenger,2024-01-24,Winter,Major Delay,Wednesday,1,21.25,2024-01
17716,Jan Shatabdi Passenger,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-08-01 10:00:00,2025-08-01 10:25:00,2025-08-02 02:11:00,2025-08-02 02:36:00,25,Passenger,2025-08-01,Monsoon,Major Delay,Friday,8,16.18,2025-08
18392,Garib Rath Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-02-06 22:20:00,2025-02-06 22:27:00,2025-02-07 08:47:00,2025-02-07 09:00:00,7,Passenger,2025-02-06,Winter,Minor Delay,Thursday,2,10.45,2025-02
63269,Garib Rath Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-08-14 16:55:00,2025-08-14 18:41:00,2025-08-15 11:42:00,2025-08-15 13:27:00,106,Passenger,2025-08-14,Monsoon,Major Delay,Thursday,8,18.78,2025-08
80686,Sampark Kranti Superfast,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-04-18 16:25:00,2024-04-18 16:28:00,2024-04-18 20:25:00,2024-04-18 20:35:00,3,Superfast,2024-04-18,Summer,On-Time,Thursday,4,4.0,2024-04
66985,Express Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-06-06 22:30:00,2024-06-06 22:41:00,2024-06-07 01:38:00,2024-06-07 01:48:00,11,Superfast,2024-06-06,Monsoon,Minor Delay,Thursday,6,3.13,2024-06
52487,Antyodaya Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-09-17 09:55:00,2025-09-17 10:04:00,2025-09-17 20:23:00,2025-09-17 20:33:00,9,Express,2025-09-17,Post-Monsoon,Minor Delay,Wednesday,9,10.47,2025-09
93810,Kisan Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-08-10 09:55:00,2024-08-10 10:06:00,2024-08-10 17:00:00,2024-08-10 17:18:00,11,Express,2024-08-10,Monsoon,Minor Delay,Saturday,8,7.08,2024-08
44973,Tejas Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-02-26 07:40:00,2024-02-26 07:41:00,2024-02-26 14:48:00,2024-02-26 14:55:00,1,Express,2024-02-26,Winter,On-Time,Monday,2,7.13,2024-02
97841,Sampark Kranti Superfast,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-06-01 20:55:00,2025-06-01 20:58:00,2025-06-02 01:48:00,2025-06-02 01:50:00,3,Superfast,2025-06-01,Monsoon,On-Time,Sunday,6,4.88,2025-06
14117,Shatabdi Passenger,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-01-20 08:40:00,2024-01-20 08:58:00,2024-01-21 05:50:00,2024-01-21 06:16:00,18,Passenger,2024-01-20,Winter,Minor Delay,Saturday,1,21.17,2024-01
40007,Mail Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-10-04 06:55:00,2024-10-04 06:59:00,2024-10-04 22:26:00,2024-10-04 22:37:00,4,Passenger,2024-10-04,Post-Monsoon,On-Time,Friday,10,15.52,2024-10
21395,Duronto Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-06-04 17:25:00,2024-06-04 17:40:00,2024-06-05 05:03:00,2024-06-05 05:23:00,15,Passenger,2024-06-04,Monsoon,Minor Delay,Tuesday,6,11.63,2024-06
22224,Humsafar Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-09-11 14:25:00,2024-09-11 14:29:00,2024-09-12 05:40:00,2024-09-12 05:45:00,4,Express,2024-09-11,Post-Monsoon,On-Time,Wednesday,9,15.25,2024-09
30730,Humsafar Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-11-06 05:45:00,2024-11-06 05:49:00,2024-11-06 20:10:00,2024-11-06 20:21:00,11,Passenger,2024-11-06,Post-Monsoon,Minor Delay,Wednesday,11,14.42,2024-11
76540,Gatimaan Superfast,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-12-11 09:25:00,2025-12-11 09:26:00,2025-12-11 14:05:00,2025-12-11 14:11:00,1,Superfast,2025-12-11,Winter,On-Time,Thursday,12,4.67,2025-12
71993,Superfast Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-09-06 07:15:00,2025-09-06 07:17:00,2025-09-06 22:30:00,2025-09-06 22:30:00,2,Passenger,2025-09-06,Post-Monsoon,On-Time,Saturday,9,15.25,2025-09
70589,Vande Bharat Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-12-06 19:10:00,2024-12-06 19:28:00,2024-12-06 23:52:00,2024-12-07 00:20:00,18,Express,2024-12-06,Winter,Minor Delay,Friday,12,4.7,2024-12
30969,Humsafar Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-10-01 17:00:00,2025-10-01 17:01:00,2025-10-02 15:18:00,2025-10-02 15:18:00,1,Passenger,2025-10-01,Post-Monsoon,On-Time,Wednesday,10,22.3,2025-10
96374,Tejas Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-04-18 07:05:00,2025-04-18 07:09:00,2025-04-18 13:10:00,2025-04-18 13:11:00,4,Express,2025-04-18,Summer,On-Time,Friday,4,6.08,2025-04
92240,Tejas Superfast,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-01-31 22:20:00,2024-02-01 00:47:00,2024-02-01 03:29:00,2024-02-01 06:01:00,147,Superfast,2024-01-31,Winter,Major Delay,Wednesday,1,5.15,2024-01
82132,Antyodaya Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-01-23 15:25:00,2025-01-23 16:23:00,2025-01-24 05:18:00,2025-01-24 06:22:00,58,Express,2025-01-23,Winter,Major Delay,Thursday,1,13.88,2025-01
36062,AC Express Passenger,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-08-30 05:10:00,2024-08-30 05:29:00,2024-08-30 22:18:00,2024-08-30 22:32:00,19,Passenger,2024-08-30,Monsoon,Minor Delay,Friday,8,17.13,2024-08
16630,Antyodaya Superfast,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-12-02 14:35:00,2024-12-02 14:50:00,2024-12-02 20:32:00,2024-12-02 20:42:00,15,Superfast,2024-12-02,Winter,Minor Delay,Monday,12,5.95,2024-12
14165,Jan Shatabdi Passenger,Guwahati,New Delhi,Guwahati → New Delhi,2024-04-08 14:40:00,2024-04-08 15:02:00,2024-04-09 10:21:00,2024-04-09 10:45:00,22,Passenger,2024-04-08,Summer,Major Delay,Monday,4,19.68,2024-04
62296,Uday Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-12-30 15:05:00,2024-12-30 15:20:00,2024-12-31 15:11:00,2024-12-31 15:28:00,15,Passenger,2024-12-30,Winter,Minor Delay,Monday,12,24.1,2024-12
54313,Humsafar Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-07-30 18:30:00,2025-07-30 18:34:00,2025-07-31 02:33:00,2025-07-31 02:39:00,4,Passenger,2025-07-30,Monsoon,On-Time,Wednesday,7,8.05,2025-07
28373,Express Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-08-03 17:55:00,2024-08-03 18:18:00,2024-08-04 11:03:00,2024-08-04 11:35:00,23,Express,2024-08-03,Monsoon,Major Delay,Saturday,8,17.13,2024-08
77391,Humsafar Express,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2024-11-17 16:55:00,2024-11-17 18:03:00,2024-11-18 11:05:00,2024-11-18 12:14:00,68,Express,2024-11-17,Post-Monsoon,Major Delay,Sunday,11,18.17,2024-11
27342,Duronto Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-10-10 18:55:00,2024-10-10 18:55:00,2024-10-11 11:11:00,2024-10-11 11:11:00,0,Passenger,2024-10-10,Post-Monsoon,On-Time,Thursday,10,16.27,2024-10
27342,Express Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-11-05 14:00:00,2025-11-05 14:08:00,2025-11-06 01:48:00,2025-11-06 02:00:00,8,Superfast,2025-11-05,Post-Monsoon,Minor Delay,Wednesday,11,11.8,2025-11
26828,Gatimaan Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-04-23 09:20:00,2024-04-23 09:34:00,2024-04-23 19:38:00,2024-04-23 19:56:00,14,Superfast,2024-04-23,Summer,Minor Delay,Tuesday,4,10.3,2024-04
86622,Kisan Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-02-18 14:50:00,2024-02-18 15:37:00,2024-02-18 23:04:00,2024-02-18 23:46:00,47,Express,2024-02-18,Winter,Major Delay,Sunday,2,8.23,2024-02
75612,Shatabdi Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-06-20 05:10:00,2025-06-20 05:24:00,2025-06-20 18:06:00,2025-06-20 18:21:00,14,Passenger,2025-06-20,Monsoon,Minor Delay,Friday,6,12.93,2025-06
32431,AC Express Superfast,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-04-13 11:15:00,2024-04-13 11:36:00,2024-04-13 14:02:00,2024-04-13 14:28:00,21,Superfast,2024-04-13,Summer,Major Delay,Saturday,4,2.78,2024-04
17716,Garib Rath Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-07-21 17:20:00,2024-07-21 17:28:00,2024-07-22 01:56:00,2024-07-22 02:10:00,8,Express,2024-07-21,Monsoon,Minor Delay,Sunday,7,8.6,2024-07
25860,Vande Bharat Superfast,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-11-22 20:35:00,2025-11-22 20:36:00,2025-11-23 02:12:00,2025-11-23 02:13:00,1,Superfast,2025-11-22,Post-Monsoon,On-Time,Saturday,11,5.62,2025-11
30032,Rajdhani Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-03-19 17:30:00,2025-03-19 17:30:00,2025-03-20 01:35:00,2025-03-20 01:35:00,0,Express,2025-03-19,Summer,On-Time,Wednesday,3,8.08,2025-03
20458,Kisan Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-12-30 15:30:00,2025-12-30 15:40:00,2025-12-31 05:03:00,2025-12-31 05:17:00,10,Express,2025-12-30,Winter,Minor Delay,Tuesday,12,13.55,2025-12
75435,Gatimaan Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-12-17 18:40:00,2024-12-17 19:09:00,2024-12-18 09:59:00,2024-12-18 10:36:00,29,Express,2024-12-17,Winter,Major Delay,Tuesday,12,15.32,2024-12
94696,Antyodaya Superfast,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-11-20 06:45:00,2024-11-20 06:49:00,2024-11-20 14:09:00,2024-11-20 14:20:00,4,Superfast,2024-11-20,Post-Monsoon,On-Time,Wednesday,11,7.4,2024-11
57819,Express Superfast,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-12-04 16:55:00,2025-12-04 17:15:00,2025-12-05 03:30:00,2025-12-05 03:55:00,20,Superfast,2025-12-04,Winter,Minor Delay,Thursday,12,10.58,2025-12
42742,Tejas Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-06-19 13:50:00,2024-06-19 14:10:00,2024-06-20 00:19:00,2024-06-20 00:36:00,20,Passenger,2024-06-19,Monsoon,Minor Delay,Wednesday,6,10.48,2024-06
46048,AC Express Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-12-18 19:15:00,2025-12-18 19:17:00,2025-12-19 06:28:00,2025-12-19 06:32:00,2,Express,2025-12-18,Winter,On-Time,Thursday,12,11.22,2025-12
80381,Express Passenger,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2024-12-07 18:25:00,2024-12-07 18:37:00,2024-12-08 07:46:00,2024-12-08 07:58:00,12,Passenger,2024-12-07,Winter,Minor Delay,Saturday,12,13.35,2024-12
19287,Duronto Express,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-09-07 15:30:00,2025-09-07 15:57:00,2025-09-07 21:13:00,2025-09-07 21:39:00,27,Express,2025-09-07,Post-Monsoon,Major Delay,Sunday,9,5.72,2025-09
14207,Intercity Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-12-05 06:10:00,2024-12-05 06:17:00,2024-12-05 20:22:00,2024-12-05 20:39:00,7,Express,2024-12-05,Winter,Minor Delay,Thursday,12,14.2,2024-12
60432,Kisan Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-03-10 22:00:00,2024-03-10 22:01:00,2024-03-11 09:00:00,2024-03-11 09:00:00,1,Express,2024-03-10,Summer,On-Time,Sunday,3,11.0,2024-03
72296,Express Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-11-19 20:45:00,2024-11-19 20:45:00,2024-11-20 19:50:00,2024-11-20 19:50:00,0,Passenger,2024-11-19,Post-Monsoon,On-Time,Tuesday,11,23.08,2024-11
